country,brand,category,priority,site_status,market_role,official_url,affiliate_program_target,evidence_status,next_action
US,Metabolic Meals,prepared meals,P1,active,chef-prepared fresh healthy meals shipped ready to heat with rotating menus and performance nutrition demand,https://mymetabolicmeals.com/,direct partnership,official_source_checked_2026-06-24,Promote to US healthy prepared-meal and high-protein pages
US,MightyMeals,prepared meals,P2,active,regional fresh prepared meal delivery brand with fitness and family meal prep demand,https://www.mightymeals.com/,direct partnership,official_source_checked_2026-06-24,Use with regional-service caveat and direct outreach
US,Nutrition Solutions,high protein meal prep,P2,active,protein-packed meal prep service with weekly menu and performance-nutrition positioning,https://nutritionsolutions.com/menu/,direct partnership,official_source_checked_2026-06-24,Add to US athlete meal-prep challenger pages
US,Jet Fuel Meals,fitness prepared meals,P3,candidate_unverified,prepared meal prep,,possible,candidate_needs_verification,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
US,Fitlife Foods,prepared meals,P2,active_region_check,healthy prepared meal pickup and delivery brand with Florida and Georgia footprint,https://eatfitlifefoods.com/,direct partnership,official_and_social_source_checked_2026-06-24,Promote from candidate with regional availability caveat
US,Catered Fit,prepared meals,P2,active,healthy meal plan delivery service with prepared meals and South Florida/selected delivery areas,https://www.cateredfit.com/,direct partnership,official_source_checked_2026-06-24,Add to regional prepared meal and diet meal pages
US,Paleo On The Go,specialty prepared meals,P2,archive_or_needs_active_check,"AIP and paleo meal delivery brand now showing archive-style official content, still important for brand search demand",https://paleoonthego.com/,verify before monetization,official_archive_checked_2026-06-24,Account for search demand but do not recommend until active ordering is confirmed
US,518 Kitchen,specialty prepared meals,P3,candidate_unverified,keto prepared meals,,possible,candidate_needs_verification,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
US,Sprinly,plant-based prepared meals,P2,candidate_unverified,vegan prepared meals,,possible,candidate_needs_verification,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
US,Revive Superfoods,smoothies and prepared foods,P2,active_social_check,Canadian-made smoothie and superfood bowl subscription with ready-in-minutes positioning,https://revivesuperfoods.com/,affiliate application,social_and_secondary_source_checked_2026-06-24,Promote from candidate with active checkout caveat
US,SmoothieBox,smoothie delivery,P3,candidate_unverified,smoothie subscription,,possible,candidate_needs_verification,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
US,Balanced Bites,frozen prepared meals,P3,active,"US frozen paleo, keto, gluten-free, and real-food meal delivery brand shipping meal boxes nationwide",https://balancedbites.com/,direct partnership,official_source_checked_2026-06-24,Refresh official URL and add to specialty frozen meal pages
US,Seattle Sutton's Healthy Eating,diet prepared meals,P2,active,fresh ready-to-eat dietitian-designed meal plans for weight-management prepared meal demand,https://www.seattlesutton.com/,direct partnership,official_and_partner_source_checked_2026-06-24,Promote from candidate to active US diet prepared meal pages
US,Personal Trainer Food,diet prepared meals,P3,active_route_check,weight-loss meal plan brand for low-carb prepared meal and diet plan search demand,https://personaltrainerfood.com/,direct partnership,official_source_checked_2026-06-24,Promote from candidate with checkout and plan caveat
US,Home Bistro,prepared meals,P3,active,prepared gourmet meal delivery brand with chef-made frozen meal demand,https://www.homebistro.com/,affiliate application,official_source_checked_2026-06-24,Add to premium prepared meal and senior frozen meal pages
US,Top Chef Meals,frozen prepared meals,P2,active,"chef-made frozen entrees with a la carte ordering, same-day shipping cutoff, and no-subscription prepared meal demand",https://topchefmeals.com/,affiliate application,official_source_checked_2026-06-24,"Add to frozen prepared meal, senior, and no-subscription pages"
US,Freshology,diet prepared meals,P2,brand_family_route,diet meal delivery route associated with Diet-to-Go/Freshology brand family,https://www.diettogo.com/,affiliate application,brand_family_source_checked_2026-06-24,Account for Freshology search demand without duplicate claims
US,Vegin' Out,plant-based prepared meals,P3,candidate_unverified,vegan prepared meals,,possible,candidate_needs_verification,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
US,Veestro,plant-based prepared meals,P3,closed_or_inactive,formerly notable plant-based prepared meal delivery brand; account for alternatives search demand only,https://www.veestro.com/,not ready,active_status_needs_check_2026-06-24,Do not recommend until active operations are proven
US,RealEats,prepared meals,P3,closed_or_inactive,"formerly notable prepared meal delivery brand; account for alternatives/search demand, but do not recommend as active",https://www.realeats.com/,not ready,active_status_needs_check_2026-06-24,Create alternatives angle only until active operations are proven
US,Origin Meals,prepared meals,P3,candidate_unverified,regional prepared meals,,possible,candidate_needs_verification,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
US,Fresh n' Fit Cuisine,prepared meals,P3,candidate_unverified,healthy prepared meals,,possible,candidate_needs_verification,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
US,Power Plate Meals,prepared meals,P3,active_region_check,Upper Midwest prepared-meal brand offering weekly changing ready-to-eat meal delivery and pickup with no weekly commitment,https://powerplatemeals.com/,direct partnership,official_source_checked_2026-06-24,Add to Midwest prepared-meal alternatives
US,Just Meats,protein meal delivery,P3,candidate_unverified,prepared protein delivery,,possible,candidate_needs_verification,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
US,Kitchen to Kitchen,prepared meals,P3,candidate_unverified,regional prepared meals,,possible,candidate_needs_verification,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
US,Meal Prep on Fleek,meal prep marketplace,P3,candidate_unverified,meal prep content and offers,,possible,candidate_needs_verification,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
US,Clean Creations,prepared meals,P3,candidate_unverified,regional prepared meals,,possible,candidate_needs_verification,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
US,Healthy Meals Supreme,prepared meals,P3,candidate_unverified,regional prepared meals,,possible,candidate_needs_verification,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
US,FreshlyFit,prepared meals,blocked,candidate_watchlist,verify inactive/legacy status,,no,candidate_needs_verification,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
US,ProMeals,prepared meals,P3,active_region_check,regional ready-to-eat meal prep brand with Houston/Texas search demand,https://mypromeals.com/,direct partnership,social_source_checked_2026-06-24,Promote from candidate with regional caveat
US,Prepped Pots,prepared meals,P3,candidate_unverified,prepared meals candidate,,possible,candidate_needs_verification,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
US,Evolve Paleo Chef,specialty prepared meals,P3,candidate_unverified,paleo prepared meals,,possible,candidate_needs_verification,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
US,The Cumin Club,shelf-stable meal kit,P2,active,5-minute Indian vegetarian meal kits delivered as shelf-stable everyday meal packs,https://www.thecuminclub.com/,affiliate application,official_source_checked_2026-06-24,"Add to shelf-stable, vegetarian, Indian meal kit, and student dinner pages"
US,Omsom,meal starter kits,P2,active,shelf-stable Asian meal starter kits and sauces for fast grocery-assisted dinners,https://www.omsom.com/,affiliate application,official_source_checked_2026-06-24,Promote from candidate to meal starter kit pages
US,Goldbelly Meal Kits,restaurant meal kits,P2,active,"restaurant meal kits, prepared food shipments, and iconic regional food delivery marketplace",https://www.goldbelly.com/meal-kits,affiliate application,official_source_checked_2026-06-24,Promote from candidate to restaurant meal-kit pages
US,Porter Road,protein box,P3,active,butcher meat delivery and subscription box for dinner protein planning,https://porterroad.com/,affiliate application,official_source_checked_2026-06-24,Promote from candidate as protein delivery adjacent
US,ButcherBox,protein box,P2,active,meat and seafood subscription box for freezer and dinner-protein planning,https://www.butcherbox.com/,affiliate application,official_source_checked_2026-06-24,"Promote from candidate as protein-box adjacent, not full meal delivery"
US,Omaha Steaks Prepared Meals,prepared meals,P3,candidate_unverified,frozen prepared meals adjacent,,possible,candidate_needs_verification,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
US,Schwan's / Yelloh,frozen meals,P3,candidate_unverified,frozen meal delivery legacy,,possible,candidate_needs_verification,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
US,Stouffer's Delivery / Marketplace,frozen meals,P3,candidate_unverified,frozen meal delivery adjacent,,possible,candidate_needs_verification,"Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
US,Serenity Kids,kids and baby meals,P2,active,baby and toddler food brand with subscription and subscribe-to-save route for parent meal-search demand,https://myserenitykids.com/,affiliate application,official_source_checked_2026-06-24,Promote from candidate to baby food subscription pages
US,Once Upon a Farm,kids and baby meals,P2,active,"organic baby and kids pouches, snacks, and subscription box route for parent food delivery searches",https://onceuponafarmorganics.com/,affiliate application,official_source_checked_2026-06-24,Promote from candidate to kids and baby food pages
