brand,review_url,tracked_go_url,countries,categories,official_urls,monetization_path,priority_score,status,next_action
Nourish Kitchen Oman,/reviews/nourish-kitchen-oman/,/go/nourish-kitchen-oman/,Oman,diet prepared meals,https://nourishkitchen.me/,direct partnership outreach,70,active_region_check,Add as Oman/Muscat diet meal-plan anchor
Nurish,/reviews/nurish/,/go/nurish/,Mexico,prepared meals,https://nurish.mx/,direct partnership outreach,70,active,Add to Mexico City prepared meal pages
NutriChef Bangkok,/reviews/nutrichef-bangkok/,/go/nutrichef-bangkok/,Thailand,diet prepared meals,https://thenutrichef.com/,direct partnership outreach,70,active_region_check,Add as Bangkok healthy diet meal-prep anchor
Nutrichef Greece,/reviews/nutrichef-greece/,/go/nutrichef-greece/,Greece,diet prepared meals,https://nutrichef.gr/,direct partnership outreach,70,active_region_check,Add as Greece healthy prepared-meal anchor
Nutrition Kitchen Hong Kong,/reviews/nutrition-kitchen-hong-kong/,/go/nutrition-kitchen-hong-kong/,Hong Kong,prepared meals,https://nutritionkitchenhk.com/,direct partnership outreach,70,active,Add to Hong Kong prepared meal-plan comparisons
Nutrition Kitchen UAE,/reviews/nutrition-kitchen-uae/,/go/nutrition-kitchen-uae/,UAE,prepared meals,https://nutritionkitchenuae.com/,direct partnership outreach,70,active,Add to UAE prepared meal and daily meal-plan pages
Oisix,/reviews/oisix/,/go/oisix/,Japan,meal kit and grocery dinner delivery,https://en.oisixradaichi.co.jp/services/,direct partnership outreach,70,active,Add to Japan meal-kit and grocery-dinner pages
Olive and Basil Kenya,/reviews/olive-and-basil-kenya/,/go/olive-and-basil-kenya/,Kenya,plant-based prepared meals,https://oliveandbasil.co.ke/,direct partnership outreach,70,active,Add as Kenya plant-based meal delivery anchor
OTR Meals,/reviews/otr-meals/,/go/otr-meals/,Canada,prepared meals,https://otrmeals.com/,direct partnership outreach,70,active,Add to Canada/Toronto prepared meal pages
Paleo Robbie,/reviews/paleo-robbie/,/go/paleo-robbie/,Thailand,healthy meal delivery,https://paleorobbie.com/,direct partnership outreach,70,active,Add as Thailand healthy grocery and prepared meal anchor
Pickle.ph,/reviews/pickle-ph/,/go/pickle-ph/,Philippines,diet prepared meals,https://pickle.ph/,direct partnership outreach,70,active_region_check,Add as Philippines calorie-controlled meal-plan anchor
Planthood,/reviews/planthood/,/go/planthood/,UK,plant-based meal kit,https://planthood.co.uk/,direct partnership outreach,70,active,Promote to UK vegan and plant-based meal-kit pages
Power Kitchen,/reviews/power-kitchen/,/go/power-kitchen/,Canada,high protein meal prep,https://powerkitchen.ca/,direct partnership outreach,70,active,Promote to Canada high-protein and athlete meal pages
Prep Kitchen,/reviews/prep-kitchen/,/go/prep-kitchen/,UK,high protein prepared meals,https://prepkitchen.co.uk/,direct partnership outreach,70,active,Promote to UK high-protein prepared-meal anchor
PrepHero,/reviews/prephero/,/go/prephero/,UAE,high protein meal prep,https://www.myprephero.com/,direct partnership outreach,70,active,Add to UAE high-protein and prepared meal-plan pages
prepmymeal,/reviews/prepmymeal/,/go/prepmymeal/,Germany | switzerland | austria,fitness prepared meals | high protein prepared meals,https://prepmymeal.com/?lang=en | https://www.prepmymeal.ch/a/l/en/ | https://prepmymeal.com/,direct partnership outreach,70,active,Use for fitness and high-protein comparison angle
Protein Box Egypt,/reviews/protein-box-egypt/,/go/protein-box-egypt/,Egypt,high protein meal prep,https://www.proteinbox-egypt.com/,direct partnership outreach,70,active_region_check,Add as Egypt high-protein meal-prep anchor
Quitoque,/reviews/quitoque/,/go/quitoque/,France,meal kit,https://www.quitoque.fr/,direct partnership outreach,70,active,Research affiliate or direct partner path after domain is live.
Rafinera,/reviews/rafinera/,/go/rafinera/,Turkey,diet prepared meals,https://www.rafinera.com/,direct partnership outreach,70,active,Add to Turkey diet meal delivery and protein-plus prepared meal pages
RetNemt,/reviews/retnemt/,/go/retnemt/,denmark,meal kit,https://www.retnemt.dk/,direct partnership outreach,70,active,Build Denmark meal-kit comparison block
Right Bite Saudi Arabia,/reviews/right-bite-saudi-arabia/,/go/right-bite-saudi-arabia/,Saudi Arabia,diet prepared meals,https://rightbite.com/en-sa/home,direct partnership outreach,70,active,Add to Saudi diet prepared meal pages
Right Calories Bahrain,/reviews/right-calories-bahrain/,/go/right-calories-bahrain/,Bahrain,diet prepared meals,https://www.rightcalories.com/bh,direct partnership outreach,70,active,Add as Bahrain diet meal-plan anchor
Ruokaboksi,/reviews/ruokaboksi/,/go/ruokaboksi/,Finland,meal kit,https://www.ruokaboksi.fi/,direct partnership outreach,70,active_app_route,Add to Finland meal-kit pages with delivery-area caveat
Seazon,/reviews/seazon/,/go/seazon/,France,prepared meals,https://seazon.fr/,direct partnership outreach,70,active,Research affiliate or direct partner path after domain is live.
SmartFOOD Estonia,/reviews/smartfood-estonia/,/go/smartfood-estonia/,Estonia,diet prepared meals,https://smartfood.ee/en/,direct partnership outreach,70,active_region_check,Add to Estonia boxed diet pages
Soulara,/reviews/soulara/,/go/soulara/,Australia,plant-based prepared meals,https://www.soulara.com.au/,direct partnership outreach,70,active,Use as AU vegan prepared-meal anchor
Sprink,/reviews/sprink/,/go/sprink/,India,meal subscription,https://www.sprink.online/,direct partnership outreach,70,active,Add as India daily meal subscription anchor
Tastily,/reviews/tastily/,/go/tastily/,UK,prepared meals,https://www.tastily.co.uk/,direct partnership outreach,70,active_route_check,Promote from watchlist with ordering-path caveat
Tender Loving Cuisine,/reviews/tender-loving-cuisine/,/go/tender-loving-cuisine/,Australia,senior and diet meals,https://www.tlc.org.au/,direct partnership outreach,70,active,Add to AU seniors and special-diet pages
The Dinner Ladies,/reviews/the-dinner-ladies/,/go/the-dinner-ladies/,Australia,frozen family meals,https://www.dinnerladies.com.au/,direct partnership outreach,70,active,Add to AU family frozen-meal pages
The Good Prep,/reviews/the-good-prep/,/go/the-good-prep/,UK,prepared meals,https://thegoodprep.com/,direct partnership outreach,70,active,Promote to UK athlete and premium meal-prep comparisons
The Hearty Grub,/reviews/the-hearty-grub/,/go/the-hearty-grub/,Philippines,diet prepared meals,https://www.theheartygrubph.com/,direct partnership outreach,70,active_region_check,Add as Philippines healthy meal-plan anchor with coverage-area caveat
The Six Pack Chef,/reviews/the-six-pack-chef/,/go/the-six-pack-chef/,Philippines,diet prepared meals,https://www.thesixpackchef.ph/,direct partnership outreach,70,active_region_check,Add as Philippines healthy meal-plan anchor
Trifecta,/reviews/trifecta/,/go/trifecta/,US,fitness prepared meals,https://www.trifectanutrition.com/,direct partnership outreach,70,active,Promote to US high-protein anchor and apply after domain is live
Vers aan Tafel,/reviews/vers-aan-tafel/,/go/vers-aan-tafel/,netherlands,senior prepared meals,https://www.versaantafel.nl/,direct partnership outreach,70,active,Add to Netherlands senior and fresh meal pages
We Are Food,/reviews/we-are-food/,/go/we-are-food/,south-africa,frozen meals,https://wearefood.co.za/,direct partnership outreach,70,active,Add as frozen prepared-meal option
WeCook,/reviews/wecook/,/go/wecook/,Canada,prepared meals,https://www.wecookmeals.ca/en,direct partnership outreach,70,active,Use as Canada prepared-meal anchor
YellowFit Kitchen,/reviews/yellowfit-kitchen/,/go/yellowfit-kitchen/,Indonesia,diet prepared meals,https://yellowfitkitchen.com/,direct partnership outreach,70,active,Add as Indonesia diet prepared meal anchor
Yes Krabicky,/reviews/yes-krabicky/,/go/yes-krabicky/,Czech Republic,diet prepared meals,https://yeskrabicky.cz/en,direct partnership outreach,70,active_region_check,Add to Czech boxed diet and premium prepared meal pages
YoloFoods,/reviews/yolofoods/,/go/yolofoods/,singapore,prepared meals,https://www.facebook.com/yoloFoodsSG/,direct partnership outreach,70,active_social_route,Verify current ordering route before recommending as active
Yoshikei,/reviews/yoshikei/,/go/yoshikei/,Japan,meal kit,https://yoshikei-dvlp.co.jp/,direct partnership outreach,70,active,Add to Japan meal-kit anchor pages
Youfoodz,/reviews/youfoodz/,/go/youfoodz/,Australia,prepared meals,https://www.youfoodz.com/,direct partnership outreach,70,active,Keep as AU prepared-meal anchor
Yummy Bros,/reviews/yummy-bros/,/go/yummy-bros/,singapore,meal prep,https://www.yummybros.com/,direct partnership outreach,70,active,Use for fitness and high-protein Singapore comparison
Zdravé stravování,/reviews/zdrave-stravovani/,/go/zdrave-stravovani/,Czech Republic,diet prepared meals,https://www.en.zdravestravovani.cz/ | https://www.zdravestravovani.cz/,direct partnership outreach,70,active,Add to Czech diet prepared meal pages
Zdrave Stravovanie Slovakia,/reviews/zdrave-stravovanie-slovakia/,/go/zdrave-stravovanie-slovakia/,Slovakia,diet prepared meals,https://zdravestravovanie.sk/,direct partnership outreach,70,active,Add as Slovakia prepared meal delivery anchor
Green Chef,/reviews/green-chef/,/go/green-chef/,US | Global,meal kit | healthy meal kit,https://www.greenchef.com/,affiliate application,60,active_on_site,"Use for keto, gluten-free, healthy meal-kit pages"
Purple Carrot,/reviews/purple-carrot/,/go/purple-carrot/,US,plant-based meal kit,https://www.purplecarrot.com/,affiliate application,60,active_on_site,Use for vegan and plant-based pages
15gram,/reviews/15gram/,/go/15gram/,Belgium,meal kit,https://15gram.be/,direct partnership outreach,55,active,Add to Belgium recipe-box and meal-kit pages
Abel & Cole,/reviews/abel-and-cole/,/go/abel-and-cole/,UK,grocery dinner delivery,https://www.abelandcole.co.uk/,direct partnership outreach,55,active,Add to UK organic grocery-dinner comparisons
Amy's Kitchen,/reviews/amy-s-kitchen/,/go/amy-s-kitchen/,US,frozen prepared meals,https://www.amys.com/,direct partnership outreach,55,active,Add to healthy frozen dinner and vegetarian frozen meal pages
Angel Delivery,/reviews/angel-delivery/,/go/angel-delivery/,New Zealand,frozen meals,https://www.angeldelivery.co.nz/,direct partnership outreach,55,active,Add to New Zealand frozen and family meal pages
Anona Diet,/reviews/anona-diet/,/go/anona-diet/,Kuwait,diet prepared meals,https://www.anonadiet.com/,direct partnership outreach,55,active,Add to Kuwait diet meal delivery pages
Apetito UK,/reviews/apetito-uk/,/go/apetito-uk/,UK,frozen senior meals,https://www.apetito.co.uk/,direct partnership outreach,55,active,Add to UK senior frozen meal alternatives pages
Athletes Kitchen,/reviews/athletes-kitchen/,/go/athletes-kitchen/,Canada,high protein meal prep,https://athleteskitchen.ca/,direct partnership outreach,55,active,Add to Canada fitness meal-prep pages
Balance Box,/reviews/balance-box/,/go/balance-box/,UK,diet prepared meals,https://www.balancebox.com/,direct partnership outreach,55,active,Add to UK diet prepared-meal pages
Be Fit Food,/reviews/be-fit-food/,/go/be-fit-food/,Australia,diet prepared meals,https://befitfood.com.au/,direct partnership outreach,55,active,Add to AU diet and weight-loss comparisons
Beleaf,/reviews/beleaf/,/go/beleaf/,Brazil,plant-based frozen meals,https://www.beleafvegan.com/,direct partnership outreach,55,active_retail_check,Add to Brazil plant-based frozen meal pages with retail-route caveat
BexTheChef,/reviews/bexthechef/,/go/bexthechef/,South Africa,frozen prepared meals,https://bexthechef.co.za/,direct partnership outreach,55,active_region_check,Add to South Africa frozen prepared meal challenger pages
bistroMD,/reviews/bistromd/,/go/bistromd/,US,diet prepared meals,https://www.bistromd.com/,direct partnership outreach,55,active,"Add to US diet, weight-loss, diabetic, and high-protein pages"
Blue Apron,/reviews/blue-apron/,/go/blue-apron/,US,meal kit,https://www.blueapron.com/,direct partnership outreach,55,active,Promote from missing-priority to active route-ready coverage
BodyChef Ireland,/reviews/bodychef-ireland/,/go/bodychef-ireland/,Ireland,diet prepared meals,https://bodychef.ie/,direct partnership outreach,55,active,Add to Ireland diet prepared meal pages
Boerschappen,/reviews/boerschappen/,/go/boerschappen/,Netherlands,grocery dinner delivery,https://www.boerschappen.nl/,direct partnership outreach,55,active,Add to Netherlands grocery-dinner and local produce pages
Burgreens,/reviews/burgreens/,/go/burgreens/,Indonesia,plant-based prepared meals,https://burgreens.com/,direct partnership outreach,55,active,Add to Indonesia plant-based prepared meal pages
Calorie Care,/reviews/calorie-care/,/go/calorie-care/,india,diet prepared meals,https://caloriecare.com/,direct partnership outreach,55,needs_active_check,Verify active status before recommendation
Calories Egypt,/reviews/calories-egypt/,/go/calories-egypt/,Egypt,diet prepared meals,https://www.calories-eg.com/calories-healthy-package-program.html,direct partnership outreach,55,active_region_check,Add to Egypt diet prepared-meal challenger pages
Catered Fit,/reviews/catered-fit/,/go/catered-fit/,US,prepared meals,https://www.cateredfit.com/,direct partnership outreach,55,active,Add to regional prepared meal and diet meal pages
Charlie Bigham's,/reviews/charlie-bigham-s/,/go/charlie-bigham-s/,UK,premium ready meals,https://www.charliebighams.com/,direct partnership outreach,55,active,Promote from candidate to UK premium ready-meal pages
Cheef,/reviews/cheef/,/go/cheef/,France,diet prepared meals,https://www.cheef.fr/,direct partnership outreach,55,active,Research affiliate or direct partner path after domain is live.
Chef Bob,/reviews/chef-bob/,/go/chef-bob/,Brazil,prepared meals,https://chefbob.com.br/,direct partnership outreach,55,active,Add to Brazil frozen prepared meal pages
Chef Box Egypt,/reviews/chef-box-egypt/,/go/chef-box-egypt/,Egypt,meal kit,https://chefboxeg.com/,direct partnership outreach,55,active_region_check,Add to Egypt meal-kit and cook-at-home pages
Chef's Plate,/reviews/chef-s-plate/,/go/chef-s-plate/,Canada,meal kit,https://www.chefsplate.com/,direct partnership outreach,55,active,Add to Canada meal-kit comparisons
ChefPrep,/reviews/chefprep/,/go/chefprep/,Australia,prepared meals,https://chefprep.com.au/,direct partnership outreach,55,active,Add to AU chef-prepared meal marketplace pages
Cityfood,/reviews/cityfood/,/go/cityfood/,Hungary,prepared meals,https://www.cityfood.hu/,direct partnership outreach,55,active,Add to Hungary prepared meal challenger pages
Co-op Deli,/reviews/co-op-deli/,/go/co-op-deli/,Japan,grocery dinner delivery,https://efriends.coopdeli.jp/,direct partnership outreach,55,active,Add to Japan grocery dinner and family meal planning pages
Come Bien,/reviews/come-bien/,/go/come-bien/,Mexico,prepared meals,https://comebien.mx/,direct partnership outreach,55,active,Add to Mexico prepared meal challenger pages
