"brand","slug","go_route","go_route_exists","review_route","review_route_exists","source_rows","countries","categories","affiliate_program_target","tracking_url_status","cash_route_status","next_money_action","source_next_action"
"Clean Eats Meal Prep","clean-eats-meal-prep","/go/clean-eats-meal-prep/","yes","/reviews/clean-eats-meal-prep/","yes","1","US","diet prepared meals","direct partnership","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Add to New Jersey diet meal-prep alternatives"
"Clean Eatz Kitchen","clean-eatz-kitchen","/go/clean-eatz-kitchen/","yes","/reviews/clean-eatz-kitchen/","yes","1","US","prepared meals","direct partnership","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Promote to US value prepared-meal and GLP-1 support comparisons"
"Come Bien","come-bien","/go/come-bien/","yes","/reviews/come-bien/","yes","1","Mexico","prepared meals","direct partnership","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Add to Mexico prepared meal challenger pages"
"ComeFruta","comefruta","/go/comefruta/","yes","/reviews/comefruta/","yes","1","Spain","grocery dinner delivery","direct partnership","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Add to Spain produce and grocery-dinner pages"
"Comer Melhor","comer-melhor","/go/comer-melhor/","yes","/reviews/comer-melhor/","yes","1","Portugal","diet prepared meals","direct partnership","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Add with regional caveat"
"Comme J'aime","comme-j-aime","/go/comme-j-aime/","yes","/reviews/comme-j-aime/","yes","1","france","diet prepared meals","affiliate application","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Add to France diet meal delivery comparisons"
"Como en Casa Bogota","como-en-casa-bogota","/go/como-en-casa-bogota/","yes","/reviews/como-en-casa-bogota/","yes","1","Colombia","prepared lunches","direct partnership","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Use for local lunch-plan alternatives rather than national recommendation"
"Congelados da Sônia","congelados-da-s-nia","/go/congelados-da-s-nia/","yes","/reviews/congelados-da-s-nia/","yes","1","Brazil","frozen meals","direct partnership","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Add to Brazil frozen meal pages"
"COOK","cook","/go/cook/","yes","/reviews/cook/","yes","1","UK","frozen meals","affiliate application","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Add to UK family frozen-meal comparisons"
"Cook it","cook-it","/go/cook-it/","yes","/reviews/cook-it/","yes","1","Canada","meal kit","direct partnership","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Add to Quebec and Canada meal-kit comparisons"
"Cook My Grub","cook-my-grub","/go/cook-my-grub/","yes","/reviews/cook-my-grub/","yes","1","UK","prepared meals","direct partnership","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Add to UK ethnic/home-style prepared meal challenger pages"
"Cookat","cookat","/go/cookat/","yes","/reviews/cookat/","yes","1","South Korea","prepared meals","direct partnership","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Add to Korea prepared meal pages"
"CookinGenie","cookingenie","/go/cookingenie/","yes","/reviews/cookingenie/","yes","1","US","private chef meal prep","direct partnership","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Add to private chef and meal-prep alternatives pages with service-type caveat"
"CookUnity","cookunity","/go/cookunity/","yes","/reviews/cookunity/","yes","1","US","prepared meals","yes","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Keep as chef-prepared P0 and ZIP-dependent check"
"CookUnity Canada","cookunity-canada","/go/cookunity-canada/","yes","/reviews/cookunity-canada/","yes","1","Canada","prepared meals","affiliate application","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Promote from missing priority to route-ready Canadian prepared meal coverage"
"Co-op Deli","co-op-deli","/go/co-op-deli/","yes","/reviews/co-op-deli/","yes","1","Japan","grocery dinner delivery","direct partnership after fit check","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Add to Japan grocery dinner and family meal planning pages"
"Core Powerfoods","core-powerfoods","/go/core-powerfoods/","yes","/reviews/core-powerfoods/","yes","1","Australia","high protein prepared meals","direct partnership","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Add to AU high-protein frozen meal pages"
"Cork Meal Prep","cork-meal-prep","/go/cork-meal-prep/","yes","/reviews/cork-meal-prep/","yes","1","Ireland","prepared meals","possible","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Verify official URL, country availability, active status, and affiliate program before publishing as a recommendation"
"Cortilia","cortilia","/go/cortilia/","yes","/reviews/cortilia/","yes","1","Italy","grocery dinner delivery","affiliate application","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Add to Italy grocery-dinner pages"
"Crisp","crisp","/go/crisp/","yes","/reviews/crisp/","yes","1","Netherlands","grocery dinner delivery","affiliate application","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Add to Netherlands grocery-dinner pages"
"Crisp Weekbox","crisp-weekbox","/go/crisp-weekbox/","yes","/reviews/crisp-weekbox/","yes","1","Netherlands","meal kit","needs_research","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Research affiliate or direct partner path after domain is live."
"Crowd Cow","crowd-cow","/go/crowd-cow/","yes","/reviews/crowd-cow/","yes","1","US","protein box","affiliate application","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Add to protein box and meat delivery comparison pages"
"Cuisinery","cuisinery","/go/cuisinery/","yes","/reviews/cuisinery/","yes","1","France","frozen prepared meals","affiliate application","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Add as French cuisine frozen meal option with US route caveat"
"DabbaDrop","dabbadrop","/go/dabbadrop/","yes","/reviews/dabbadrop/","yes","1","UK","plant-based prepared meals","direct partnership","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Promote to UK plant-based prepared meals and London local dinner pages"
"Dahmakan","dahmakan","/go/dahmakan/","yes","/reviews/dahmakan/","yes","1","Malaysia","prepared meals","direct partnership after active route check","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Add to Malaysia app-led prepared meal pages with active-route caveat"
"Daily Dish","daily-dish","/go/daily-dish/","yes","/reviews/daily-dish/","yes","1","south-africa","meal kit","direct partnership","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Account for South Africa meal-kit search demand and verify current official site"
"Daily Harvest","daily-harvest","/go/daily-harvest/","yes","/reviews/daily-harvest/","yes","1","US","frozen plant-based meals","affiliate application","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Add to US frozen vegan and smoothie meal pages"
"Dear Diet","dear-diet","/go/dear-diet/","yes","/reviews/dear-diet/","yes","1","Philippines","diet prepared meals","direct partnership","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Add to Philippines diet prepared meal pages"
"Deep Indian Kitchen","deep-indian-kitchen","/go/deep-indian-kitchen/","yes","/reviews/deep-indian-kitchen/","yes","1","US","frozen prepared meals","retail affiliate","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Add to Indian frozen dinner and quick lunch pages"
"Delicut","delicut","/go/delicut/","yes","/reviews/delicut/","yes","1","uae","prepared meals","direct partnership","placeholder_pending_approval","local_placeholder_route_ready","Find/apply/approve program, then replace placeholder with approved tracking URL.","Use for UAE value and high-protein comparison angle"
