site,page_type,parent_slug,slug,url,primary_keyword,secondary_keywords,intent,funnel_stage,location,service_or_topic,target_persona,title,meta_description,h1,content_angle,internal_links,schema_type,status,priority,metric_source,notes
Every Meal Guide,category,countries/ireland,best-vegan-meal-delivery,https://www.everymealguide.com/countries/ireland/best-vegan-meal-delivery/,best vegan meal delivery Ireland,vegan and plant-based meals; deals; reviews; alternatives; delivery coverage,commercial,middle,Ireland,vegan and plant-based meals,consumer dinner buyer,Best Vegan Meal Delivery Ireland | Every Meal Guide,"Compare vegan and plant-based meals in Ireland by price, format, routine fit, and current deal quality.",Best Vegan Meal Delivery in Ireland,"Country-specific buyer table with verified brands, deal routing, category definitions, and clear fit verdicts.",/countries/ireland/; /best/meal-delivery-services/; /deals/best-meal-delivery-deals/,"ItemList,BreadcrumbList,FAQPage",planned_needs_brand_research,1,needs_live_metrics,Generated from global domination operating layer. Build only after brand/source rows exist for the market or category.
Every Meal Guide,category,countries/ireland,best-family-meal-delivery,https://www.everymealguide.com/countries/ireland/best-family-meal-delivery/,best family meal delivery Ireland,family dinners and kid-friendly meals; deals; reviews; alternatives; delivery coverage,commercial,middle,Ireland,family dinners and kid-friendly meals,consumer dinner buyer,Best Family Meal Delivery Ireland | Every Meal Guide,"Compare family dinners and kid-friendly meals in Ireland by price, format, routine fit, and current deal quality.",Best Family Meal Delivery in Ireland,"Country-specific buyer table with verified brands, deal routing, category definitions, and clear fit verdicts.",/countries/ireland/; /best/meal-delivery-services/; /deals/best-meal-delivery-deals/,"ItemList,BreadcrumbList,FAQPage",planned_needs_brand_research,1,needs_live_metrics,Generated from global domination operating layer. Build only after brand/source rows exist for the market or category.
Every Meal Guide,category,countries/ireland,best-weight-loss-meal-delivery,https://www.everymealguide.com/countries/ireland/best-weight-loss-meal-delivery/,best weight loss meal delivery Ireland,diet and calorie-controlled meals; deals; reviews; alternatives; delivery coverage,commercial,middle,Ireland,diet and calorie-controlled meals,consumer dinner buyer,Best Weight Loss Meal Delivery Ireland | Every Meal Guide,"Compare diet and calorie-controlled meals in Ireland by price, format, routine fit, and current deal quality.",Best Weight Loss Meal Delivery in Ireland,"Country-specific buyer table with verified brands, deal routing, category definitions, and clear fit verdicts.",/countries/ireland/; /best/meal-delivery-services/; /deals/best-meal-delivery-deals/,"ItemList,BreadcrumbList,FAQPage",planned_needs_brand_research,1,needs_live_metrics,Generated from global domination operating layer. Build only after brand/source rows exist for the market or category.
Every Meal Guide,category,countries/ireland,best-frozen-meal-delivery,https://www.everymealguide.com/countries/ireland/best-frozen-meal-delivery/,best frozen meal delivery Ireland,frozen ready meals; deals; reviews; alternatives; delivery coverage,commercial,middle,Ireland,frozen ready meals,consumer dinner buyer,Best Frozen Meal Delivery Ireland | Every Meal Guide,"Compare frozen ready meals in Ireland by price, format, routine fit, and current deal quality.",Best Frozen Meal Delivery in Ireland,"Country-specific buyer table with verified brands, deal routing, category definitions, and clear fit verdicts.",/countries/ireland/; /best/meal-delivery-services/; /deals/best-meal-delivery-deals/,"ItemList,BreadcrumbList,FAQPage",planned_needs_brand_research,1,needs_live_metrics,Generated from global domination operating layer. Build only after brand/source rows exist for the market or category.
Every Meal Guide,landing,countries/ireland,meal-delivery-deals,https://www.everymealguide.com/countries/ireland/meal-delivery-deals/,meal delivery deals Ireland,discounts and first-order offers; deals; reviews; alternatives; delivery coverage,transactional,bottom,Ireland,discounts and first-order offers,consumer dinner buyer,Meal Delivery Deals Ireland | Every Meal Guide,"Compare discounts and first-order offers in Ireland by price, format, routine fit, and current deal quality.",Meal Delivery Deals in Ireland,"Country-specific buyer table with verified brands, deal routing, category definitions, and clear fit verdicts.",/countries/ireland/; /best/meal-delivery-services/; /deals/best-meal-delivery-deals/,"ItemList,BreadcrumbList,FAQPage",planned_needs_brand_research,1,needs_live_metrics,Generated from global domination operating layer. Build only after brand/source rows exist for the market or category.
Every Meal Guide,comparison,countries/ireland,meal-kits-vs-prepared-meals,https://www.everymealguide.com/countries/ireland/meal-kits-vs-prepared-meals/,meal kits vs prepared meals Ireland,format decision; deals; reviews; alternatives; delivery coverage,commercial,middle,Ireland,format decision,consumer dinner buyer,Meal Kits Vs Prepared Meals Ireland | Every Meal Guide,"Compare format decision in Ireland by price, format, routine fit, and current deal quality.",Meal Kits Vs Prepared Meals in Ireland,"Country-specific buyer table with verified brands, deal routing, category definitions, and clear fit verdicts.",/countries/ireland/; /best/meal-delivery-services/; /deals/best-meal-delivery-deals/,"Article,BreadcrumbList,FAQPage",planned_needs_brand_research,1,needs_live_metrics,Generated from global domination operating layer. Build only after brand/source rows exist for the market or category.
Every Meal Guide,location,countries/australia,best-meal-delivery,https://www.everymealguide.com/countries/australia/best-meal-delivery/,best meal delivery Australia,all meal delivery services; deals; reviews; alternatives; delivery coverage,commercial,middle,Australia,all meal delivery services,consumer dinner buyer,Best Meal Delivery Australia | Every Meal Guide,"Compare all meal delivery services in Australia by price, format, routine fit, and current deal quality.",Best Meal Delivery in Australia,"Country-specific buyer table with verified brands, deal routing, category definitions, and clear fit verdicts.",/countries/australia/; /best/meal-delivery-services/; /deals/best-meal-delivery-deals/,"ItemList,BreadcrumbList,FAQPage",planned_needs_brand_research,1,needs_live_metrics,Generated from global domination operating layer. Build only after brand/source rows exist for the market or category.
Every Meal Guide,category,countries/australia,best-prepared-meals,https://www.everymealguide.com/countries/australia/best-prepared-meals/,best prepared meal delivery Australia,prepared meals and heat-and-eat meals; deals; reviews; alternatives; delivery coverage,commercial,middle,Australia,prepared meals and heat-and-eat meals,consumer dinner buyer,Best Prepared Meal Delivery Australia | Every Meal Guide,"Compare prepared meals and heat-and-eat meals in Australia by price, format, routine fit, and current deal quality.",Best Prepared Meal Delivery in Australia,"Country-specific buyer table with verified brands, deal routing, category definitions, and clear fit verdicts.",/countries/australia/; /best/meal-delivery-services/; /deals/best-meal-delivery-deals/,"ItemList,BreadcrumbList,FAQPage",planned_needs_brand_research,1,needs_live_metrics,Generated from global domination operating layer. Build only after brand/source rows exist for the market or category.
Every Meal Guide,category,countries/australia,best-meal-kits,https://www.everymealguide.com/countries/australia/best-meal-kits/,best meal kits Australia,meal kits you cook yourself; deals; reviews; alternatives; delivery coverage,commercial,middle,Australia,meal kits you cook yourself,consumer dinner buyer,Best Meal Kits Australia | Every Meal Guide,"Compare meal kits you cook yourself in Australia by price, format, routine fit, and current deal quality.",Best Meal Kits in Australia,"Country-specific buyer table with verified brands, deal routing, category definitions, and clear fit verdicts.",/countries/australia/; /best/meal-delivery-services/; /deals/best-meal-delivery-deals/,"ItemList,BreadcrumbList,FAQPage",planned_needs_brand_research,1,needs_live_metrics,Generated from global domination operating layer. Build only after brand/source rows exist for the market or category.
Every Meal Guide,category,countries/australia,best-high-protein-meal-delivery,https://www.everymealguide.com/countries/australia/best-high-protein-meal-delivery/,best high protein meal delivery Australia,high-protein and fitness meal prep; deals; reviews; alternatives; delivery coverage,commercial,middle,Australia,high-protein and fitness meal prep,consumer dinner buyer,Best High Protein Meal Delivery Australia | Every Meal Guide,"Compare high-protein and fitness meal prep in Australia by price, format, routine fit, and current deal quality.",Best High Protein Meal Delivery in Australia,"Country-specific buyer table with verified brands, deal routing, category definitions, and clear fit verdicts.",/countries/australia/; /best/meal-delivery-services/; /deals/best-meal-delivery-deals/,"ItemList,BreadcrumbList,FAQPage",planned_needs_brand_research,1,needs_live_metrics,Generated from global domination operating layer. Build only after brand/source rows exist for the market or category.
Every Meal Guide,category,countries/australia,cheapest-meal-delivery,https://www.everymealguide.com/countries/australia/cheapest-meal-delivery/,cheapest meal delivery Australia,budget meal kits and low-cost prepared meals; deals; reviews; alternatives; delivery coverage,commercial,middle,Australia,budget meal kits and low-cost prepared meals,consumer dinner buyer,Cheapest Meal Delivery Australia | Every Meal Guide,"Compare budget meal kits and low-cost prepared meals in Australia by price, format, routine fit, and current deal quality.",Cheapest Meal Delivery in Australia,"Country-specific buyer table with verified brands, deal routing, category definitions, and clear fit verdicts.",/countries/australia/; /best/meal-delivery-services/; /deals/best-meal-delivery-deals/,"ItemList,BreadcrumbList,FAQPage",planned_needs_brand_research,1,needs_live_metrics,Generated from global domination operating layer. Build only after brand/source rows exist for the market or category.
Every Meal Guide,category,countries/australia,best-vegan-meal-delivery,https://www.everymealguide.com/countries/australia/best-vegan-meal-delivery/,best vegan meal delivery Australia,vegan and plant-based meals; deals; reviews; alternatives; delivery coverage,commercial,middle,Australia,vegan and plant-based meals,consumer dinner buyer,Best Vegan Meal Delivery Australia | Every Meal Guide,"Compare vegan and plant-based meals in Australia by price, format, routine fit, and current deal quality.",Best Vegan Meal Delivery in Australia,"Country-specific buyer table with verified brands, deal routing, category definitions, and clear fit verdicts.",/countries/australia/; /best/meal-delivery-services/; /deals/best-meal-delivery-deals/,"ItemList,BreadcrumbList,FAQPage",planned_needs_brand_research,1,needs_live_metrics,Generated from global domination operating layer. Build only after brand/source rows exist for the market or category.
