country,country_slug,category_cluster,brand_a,brand_b,winner,url,status
Poland,poland,diet meal delivery,Body Chief,Maczfit,Maczfit,/vs/body-chief-vs-maczfit-poland-diet-meal-delivery/,generated
Poland,poland,diet meal delivery,Body Chief,Nice To Fit You,Body Chief,/vs/body-chief-vs-nice-to-fit-you-poland-diet-meal-delivery/,generated
Poland,poland,diet meal delivery,Body Chief,SuperMenu,Body Chief,/vs/body-chief-vs-supermenu-poland-diet-meal-delivery/,generated
Poland,poland,diet meal delivery,Body Chief,Wygodna Dieta,Body Chief,/vs/body-chief-vs-wygodna-dieta-poland-diet-meal-delivery/,generated
Germany,germany,frozen meal delivery,Bofrost,Evertaste,Bofrost,/vs/bofrost-vs-evertaste-germany-frozen-meal-delivery/,generated
Germany,germany,frozen meal delivery,Bofrost,Every. Food,Bofrost,/vs/bofrost-vs-every-food-germany-frozen-meal-delivery/,generated
Germany,germany,frozen meal delivery,Bofrost,Every Foods,Bofrost,/vs/bofrost-vs-every-foods-germany-frozen-meal-delivery/,generated
Germany,germany,frozen meal delivery,Bofrost,every,Bofrost,/vs/bofrost-vs-every-germany-frozen-meal-delivery/,generated
Germany,germany,frozen meal delivery,Bofrost,Frosta,Bofrost,/vs/bofrost-vs-frosta-germany-frozen-meal-delivery/,generated
Germany,germany,frozen meal delivery,Bofrost,Hofmanns,Bofrost,/vs/bofrost-vs-hofmanns-germany-frozen-meal-delivery/,generated
Germany,germany,frozen meal delivery,Bofrost,Juit,Bofrost,/vs/bofrost-vs-juit-germany-frozen-meal-delivery/,generated
United States,us,meal starter kits,Brooklyn Delhi,Fly By Jing,Fly By Jing,/vs/brooklyn-delhi-vs-fly-by-jing-us-meal-starter-kits/,generated
United States,us,meal starter kits,Brooklyn Delhi,Momofuku Goods,Brooklyn Delhi,/vs/brooklyn-delhi-vs-momofuku-goods-us-meal-starter-kits/,generated
United States,us,protein box,ButcherBox,Crowd Cow,ButcherBox,/vs/butcherbox-vs-crowd-cow-us-protein-box/,generated
United States,us,protein box,ButcherBox,Good Chop,ButcherBox,/vs/butcherbox-vs-good-chop-us-protein-box/,generated
United States,us,protein box,ButcherBox,Northstar Bison,ButcherBox,/vs/butcherbox-vs-northstar-bison-us-protein-box/,generated
United States,us,protein box,ButcherBox,Porter Road,ButcherBox,/vs/butcherbox-vs-porter-road-us-protein-box/,generated
United States,us,protein box,ButcherBox,Wild Pastures,ButcherBox,/vs/butcherbox-vs-wild-pastures-us-protein-box/,generated
Hong Kong,hong-kong,prepared meal delivery,Cali-Mex,Fete Up,Fete Up,/vs/cali-mex-vs-fete-up-hong-kong-prepared-meal-delivery/,generated
Bahrain,bahrain,prepared meal delivery,Calo Bahrain,Honestly Foods,Calo Bahrain,/vs/calo-bahrain-vs-honestly-foods-bahrain-prepared-meal-delivery/,generated
United Kingdom,uk,prepared meal delivery,Calo UK,All About The Cooks,Calo UK,/vs/calo-uk-vs-all-about-the-cooks-uk-prepared-meal-delivery/,generated
United Kingdom,uk,prepared meal delivery,Calo UK,Charlie Bigham's,Calo UK,/vs/calo-uk-vs-charlie-bigham-s-uk-prepared-meal-delivery/,generated
United Kingdom,uk,prepared meal delivery,Calo UK,Cook My Grub,Calo UK,/vs/calo-uk-vs-cook-my-grub-uk-prepared-meal-delivery/,generated
United Kingdom,uk,prepared meal delivery,Calo UK,DabbaDrop,Calo UK,/vs/calo-uk-vs-dabbadrop-uk-prepared-meal-delivery/,generated
United Kingdom,uk,prepared meal delivery,Calo UK,Detox Kitchen,Calo UK,/vs/calo-uk-vs-detox-kitchen-uk-prepared-meal-delivery/,generated
United Kingdom,uk,prepared meal delivery,Calo UK,FieldGoods,Calo UK,/vs/calo-uk-vs-fieldgoods-uk-prepared-meal-delivery/,generated
United Kingdom,uk,prepared meal delivery,Calo UK,Foodhak,Calo UK,/vs/calo-uk-vs-foodhak-uk-prepared-meal-delivery/,generated
United Kingdom,uk,prepared meal delivery,Calo UK,Frive,Frive,/vs/calo-uk-vs-frive-uk-prepared-meal-delivery/,generated
United Kingdom,uk,prepared meal delivery,Calo UK,Ginger & Lime,Calo UK,/vs/calo-uk-vs-ginger-and-lime-uk-prepared-meal-delivery/,generated
United Kingdom,uk,prepared meal delivery,Calo UK,HomeCooks,Calo UK,/vs/calo-uk-vs-homecooks-uk-prepared-meal-delivery/,generated
United Kingdom,uk,prepared meal delivery,Calo UK,Kirsty's,Calo UK,/vs/calo-uk-vs-kirsty-s-uk-prepared-meal-delivery/,generated
United Kingdom,uk,prepared meal delivery,Calo UK,Kurami,Calo UK,/vs/calo-uk-vs-kurami-uk-prepared-meal-delivery/,generated
United Kingdom,uk,prepared meal delivery,Calo UK,Lions Prep,Calo UK,/vs/calo-uk-vs-lions-prep-uk-prepared-meal-delivery/,generated
United Kingdom,uk,prepared meal delivery,Calo UK,Mindful Chef Ready Meals,Calo UK,/vs/calo-uk-vs-mindful-chef-ready-meals-uk-prepared-meal-delivery/,generated
United Kingdom,uk,prepared meal delivery,Calo UK,Potage,Calo UK,/vs/calo-uk-vs-potage-uk-prepared-meal-delivery/,generated
United Kingdom,uk,prepared meal delivery,Calo UK,PrepKing,Calo UK,/vs/calo-uk-vs-prepking-uk-prepared-meal-delivery/,generated
United Kingdom,uk,prepared meal delivery,Calo UK,Simmer Eats,Calo UK,/vs/calo-uk-vs-simmer-eats-uk-prepared-meal-delivery/,generated
United Kingdom,uk,prepared meal delivery,Calo UK,Tastily,Calo UK,/vs/calo-uk-vs-tastily-uk-prepared-meal-delivery/,generated
United Kingdom,uk,prepared meal delivery,Calo UK,The Good Prep,Calo UK,/vs/calo-uk-vs-the-good-prep-uk-prepared-meal-delivery/,generated
United Kingdom,uk,prepared meal delivery,Calo UK,Tweakd,Calo UK,/vs/calo-uk-vs-tweakd-uk-prepared-meal-delivery/,generated
UAE,uae,prepared meal delivery,Calo,Delicut,Calo,/vs/calo-vs-delicut-uae-prepared-meal-delivery/,generated
UAE,uae,prepared meal delivery,Calo,Kcal Life,Calo,/vs/calo-vs-kcal-life-uae-prepared-meal-delivery/,generated
UAE,uae,prepared meal delivery,Calo,Meals on Me,Calo,/vs/calo-vs-meals-on-me-uae-prepared-meal-delivery/,generated
UAE,uae,prepared meal delivery,Calo,Nutrition Kitchen UAE,Calo,/vs/calo-vs-nutrition-kitchen-uae-uae-prepared-meal-delivery/,generated
UAE,uae,prepared meal delivery,Calo,Right Bite,Calo,/vs/calo-vs-right-bite-uae-prepared-meal-delivery/,generated
UAE,uae,prepared meal delivery,Calo,TheMeal UAE,Calo,/vs/calo-vs-themeal-uae-uae-prepared-meal-delivery/,generated
Finland,finland,prepared meal delivery,Calori,FuelMe,Calori,/vs/calori-vs-fuelme-finland-prepared-meal-delivery/,generated
Finland,finland,prepared meal delivery,Calori,Komero Food,Calori,/vs/calori-vs-komero-food-finland-prepared-meal-delivery/,generated
India,india,diet meal delivery,Calorie Care,Fitelo,Calorie Care,/vs/calorie-care-vs-fitelo-india-diet-meal-delivery/,generated
India,india,diet meal delivery,Calorie Care,Fitmeals India,Calorie Care,/vs/calorie-care-vs-fitmeals-india-india-diet-meal-delivery/,generated
United States,us,prepared meal delivery,Catered Fit,Eat Clean Bro,Catered Fit,/vs/catered-fit-vs-eat-clean-bro-us-prepared-meal-delivery/,generated
United States,us,prepared meal delivery,Catered Fit,Farm to Fit,Catered Fit,/vs/catered-fit-vs-farm-to-fit-us-prepared-meal-delivery/,generated
United States,us,prepared meal delivery,Catered Fit,fit-flavors,Catered Fit,/vs/catered-fit-vs-fit-flavors-us-prepared-meal-delivery/,generated
United States,us,prepared meal delivery,Catered Fit,Fitlife Foods,Catered Fit,/vs/catered-fit-vs-fitlife-foods-us-prepared-meal-delivery/,generated
United States,us,prepared meal delivery,Catered Fit,Forkful,Forkful,/vs/catered-fit-vs-forkful-us-prepared-meal-delivery/,generated
United States,us,prepared meal delivery,Catered Fit,Fresh N Fit Cuisine,Catered Fit,/vs/catered-fit-vs-fresh-n-fit-cuisine-us-prepared-meal-delivery/,generated
United States,us,prepared meal delivery,Catered Fit,Front Porch Pantry,Catered Fit,/vs/catered-fit-vs-front-porch-pantry-us-prepared-meal-delivery/,generated
United States,us,prepared meal delivery,Catered Fit,Healthy Meals Direct,Catered Fit,/vs/catered-fit-vs-healthy-meals-direct-us-prepared-meal-delivery/,generated
United States,us,prepared meal delivery,Catered Fit,Locale,Locale,/vs/catered-fit-vs-locale-us-prepared-meal-delivery/,generated
United States,us,frozen meal delivery,Caulipower,Good Food Made Simple,Caulipower,/vs/caulipower-vs-good-food-made-simple-us-frozen-meal-delivery/,generated
United States,us,kids meal delivery,Cerebelly,Once Upon a Farm,Cerebelly,/vs/cerebelly-vs-once-upon-a-farm-us-kids-meal-delivery/,generated
United States,us,kids meal delivery,Cerebelly,Raised Real,Cerebelly,/vs/cerebelly-vs-raised-real-us-kids-meal-delivery/,generated
United States,us,kids meal delivery,Cerebelly,Serenity Kids,Cerebelly,/vs/cerebelly-vs-serenity-kids-us-kids-meal-delivery/,generated
United States,us,kids meal delivery,Cerebelly,Yumble,Cerebelly,/vs/cerebelly-vs-yumble-us-kids-meal-delivery/,generated
United States,us,kids meal delivery,Cerebelly,Yumi,Cerebelly,/vs/cerebelly-vs-yumi-us-kids-meal-delivery/,generated
United Kingdom,uk,prepared meal delivery,Charlie Bigham's,All About The Cooks,Charlie Bigham's,/vs/charlie-bigham-s-vs-all-about-the-cooks-uk-prepared-meal-delivery/,generated
United Kingdom,uk,prepared meal delivery,Charlie Bigham's,Cook My Grub,Charlie Bigham's,/vs/charlie-bigham-s-vs-cook-my-grub-uk-prepared-meal-delivery/,generated
United Kingdom,uk,prepared meal delivery,Charlie Bigham's,DabbaDrop,Charlie Bigham's,/vs/charlie-bigham-s-vs-dabbadrop-uk-prepared-meal-delivery/,generated
United Kingdom,uk,prepared meal delivery,Charlie Bigham's,Detox Kitchen,Charlie Bigham's,/vs/charlie-bigham-s-vs-detox-kitchen-uk-prepared-meal-delivery/,generated
United Kingdom,uk,prepared meal delivery,Charlie Bigham's,FieldGoods,Charlie Bigham's,/vs/charlie-bigham-s-vs-fieldgoods-uk-prepared-meal-delivery/,generated
United Kingdom,uk,prepared meal delivery,Charlie Bigham's,Foodhak,Charlie Bigham's,/vs/charlie-bigham-s-vs-foodhak-uk-prepared-meal-delivery/,generated
United Kingdom,uk,prepared meal delivery,Charlie Bigham's,Frive,Frive,/vs/charlie-bigham-s-vs-frive-uk-prepared-meal-delivery/,generated
United Kingdom,uk,prepared meal delivery,Charlie Bigham's,Ginger & Lime,Charlie Bigham's,/vs/charlie-bigham-s-vs-ginger-and-lime-uk-prepared-meal-delivery/,generated
United Kingdom,uk,prepared meal delivery,Charlie Bigham's,HomeCooks,Charlie Bigham's,/vs/charlie-bigham-s-vs-homecooks-uk-prepared-meal-delivery/,generated
United Kingdom,uk,prepared meal delivery,Charlie Bigham's,Kirsty's,Charlie Bigham's,/vs/charlie-bigham-s-vs-kirsty-s-uk-prepared-meal-delivery/,generated
United Kingdom,uk,prepared meal delivery,Charlie Bigham's,Kurami,Charlie Bigham's,/vs/charlie-bigham-s-vs-kurami-uk-prepared-meal-delivery/,generated
United Kingdom,uk,prepared meal delivery,Charlie Bigham's,Lions Prep,Charlie Bigham's,/vs/charlie-bigham-s-vs-lions-prep-uk-prepared-meal-delivery/,generated
United Kingdom,uk,prepared meal delivery,Charlie Bigham's,Mindful Chef Ready Meals,Charlie Bigham's,/vs/charlie-bigham-s-vs-mindful-chef-ready-meals-uk-prepared-meal-delivery/,generated
United Kingdom,uk,prepared meal delivery,Charlie Bigham's,Potage,Charlie Bigham's,/vs/charlie-bigham-s-vs-potage-uk-prepared-meal-delivery/,generated
United Kingdom,uk,prepared meal delivery,Charlie Bigham's,PrepKing,Charlie Bigham's,/vs/charlie-bigham-s-vs-prepking-uk-prepared-meal-delivery/,generated
United Kingdom,uk,prepared meal delivery,Charlie Bigham's,Simmer Eats,Charlie Bigham's,/vs/charlie-bigham-s-vs-simmer-eats-uk-prepared-meal-delivery/,generated
United Kingdom,uk,prepared meal delivery,Charlie Bigham's,Tastily,Tastily,/vs/charlie-bigham-s-vs-tastily-uk-prepared-meal-delivery/,generated
United Kingdom,uk,prepared meal delivery,Charlie Bigham's,The Good Prep,The Good Prep,/vs/charlie-bigham-s-vs-the-good-prep-uk-prepared-meal-delivery/,generated
United Kingdom,uk,prepared meal delivery,Charlie Bigham's,Tweakd,Charlie Bigham's,/vs/charlie-bigham-s-vs-tweakd-uk-prepared-meal-delivery/,generated
Brazil,brazil,prepared meal delivery,Chef Bob,Green Table,Chef Bob,/vs/chef-bob-vs-green-table-brazil-prepared-meal-delivery/,generated
Ireland,ireland,prepared meal delivery,Chef in a Box,Clean Eats Ireland,Chef in a Box,/vs/chef-in-a-box-vs-clean-eats-ireland-ireland-prepared-meal-delivery/,generated
Ireland,ireland,prepared meal delivery,Chef in a Box,Cork Meal Prep,Chef in a Box,/vs/chef-in-a-box-vs-cork-meal-prep-ireland-prepared-meal-delivery/,generated
Ireland,ireland,prepared meal delivery,Chef in a Box,Dublin Meal Prep,Chef in a Box,/vs/chef-in-a-box-vs-dublin-meal-prep-ireland-prepared-meal-delivery/,generated
Ireland,ireland,prepared meal delivery,Chef in a Box,Dublin Meat Company Ready Meals,Chef in a Box,/vs/chef-in-a-box-vs-dublin-meat-company-ready-meals-ireland-prepared-meal-delivery/,generated
Ireland,ireland,prepared meal delivery,Chef in a Box,Farmhouse Meals Ireland,Chef in a Box,/vs/chef-in-a-box-vs-farmhouse-meals-ireland-ireland-prepared-meal-delivery/,generated
Ireland,ireland,prepared meal delivery,Chef in a Box,Fit Food Dublin,Chef in a Box,/vs/chef-in-a-box-vs-fit-food-dublin-ireland-prepared-meal-delivery/,generated
Ireland,ireland,prepared meal delivery,Chef in a Box,Fit Foods Ireland,Chef in a Box,/vs/chef-in-a-box-vs-fit-foods-ireland-ireland-prepared-meal-delivery/,generated
Ireland,ireland,prepared meal delivery,Chef in a Box,Freshii Ireland Meal Boxes,Chef in a Box,/vs/chef-in-a-box-vs-freshii-ireland-meal-boxes-ireland-prepared-meal-delivery/,generated
Ireland,ireland,prepared meal delivery,Chef in a Box,Fuel Food Ireland,Chef in a Box,/vs/chef-in-a-box-vs-fuel-food-ireland-ireland-prepared-meal-delivery/,generated
Ireland,ireland,prepared meal delivery,Chef in a Box,Galway Meal Prep,Chef in a Box,/vs/chef-in-a-box-vs-galway-meal-prep-ireland-prepared-meal-delivery/,generated
Ireland,ireland,prepared meal delivery,Chef in a Box,Healthy Kitchen Ireland,Chef in a Box,/vs/chef-in-a-box-vs-healthy-kitchen-ireland-ireland-prepared-meal-delivery/,generated
Ireland,ireland,prepared meal delivery,Chef in a Box,LeanBox,Chef in a Box,/vs/chef-in-a-box-vs-leanbox-ireland-prepared-meal-delivery/,generated
Ireland,ireland,prepared meal delivery,Chef in a Box,Macro Meals Ireland,Chef in a Box,/vs/chef-in-a-box-vs-macro-meals-ireland-ireland-prepared-meal-delivery/,generated
Ireland,ireland,prepared meal delivery,Chef in a Box,Meals4Health,Chef in a Box,/vs/chef-in-a-box-vs-meals4health-ireland-prepared-meal-delivery/,generated
Ireland,ireland,prepared meal delivery,Chef in a Box,NutriQuick,NutriQuick,/vs/chef-in-a-box-vs-nutriquick-ireland-prepared-meal-delivery/,generated
Ireland,ireland,prepared meal delivery,Chef in a Box,Protein Prep Ireland,Chef in a Box,/vs/chef-in-a-box-vs-protein-prep-ireland-ireland-prepared-meal-delivery/,generated
Ireland,ireland,prepared meal delivery,Chef in a Box,Ready Chef Ireland,Chef in a Box,/vs/chef-in-a-box-vs-ready-chef-ireland-ireland-prepared-meal-delivery/,generated
Canada,canada,meal kits,Chef's Plate,Chefs Plate Market,Chef's Plate,/vs/chef-s-plate-vs-chefs-plate-market-canada-meal-kits/,generated
Canada,canada,meal kits,Chef's Plate,Cook it,Cook it,/vs/chef-s-plate-vs-cook-it-canada-meal-kits/,generated
Canada,canada,meal kits,Chef's Plate,Easy Platter,Chef's Plate,/vs/chef-s-plate-vs-easy-platter-canada-meal-kits/,generated
Canada,canada,meal kits,Chef's Plate,Fresh City Farms Meal Kits,Chef's Plate,/vs/chef-s-plate-vs-fresh-city-farms-meal-kits-canada-meal-kits/,generated
Canada,canada,meal kits,Chef's Plate,Fresh Prep,Fresh Prep,/vs/chef-s-plate-vs-fresh-prep-canada-meal-kits/,generated
Canada,canada,meal kits,Chef's Plate,HelloFresh Market Canada,Chef's Plate,/vs/chef-s-plate-vs-hellofresh-market-canada-canada-meal-kits/,generated
Canada,canada,meal kits,Chef's Plate,MissFresh,Chef's Plate,/vs/chef-s-plate-vs-missfresh-canada-meal-kits/,generated
Canada,canada,meal kits,Chef's Plate,Plant Prepped,Chef's Plate,/vs/chef-s-plate-vs-plant-prepped-canada-meal-kits/,generated
Australia,australia,prepared meal delivery,Chefgood,Activate Foods,Chefgood,/vs/chefgood-vs-activate-foods-australia-prepared-meal-delivery/,generated
Australia,australia,prepared meal delivery,Chefgood,Aussie Meal Prep,Chefgood,/vs/chefgood-vs-aussie-meal-prep-australia-prepared-meal-delivery/,generated
Australia,australia,prepared meal delivery,Chefgood,Bondi Meal Prep,Chefgood,/vs/chefgood-vs-bondi-meal-prep-australia-prepared-meal-delivery/,generated
Australia,australia,prepared meal delivery,Chefgood,ChefPrep,Chefgood,/vs/chefgood-vs-chefprep-australia-prepared-meal-delivery/,generated
Australia,australia,prepared meal delivery,Chefgood,Dineamic,Chefgood,/vs/chefgood-vs-dineamic-australia-prepared-meal-delivery/,generated
Australia,australia,prepared meal delivery,Chefgood,Eat Fit Food,Chefgood,/vs/chefgood-vs-eat-fit-food-australia-prepared-meal-delivery/,generated
Australia,australia,prepared meal delivery,Chefgood,FoodSt,Chefgood,/vs/chefgood-vs-foodst-australia-prepared-meal-delivery/,generated
Australia,australia,prepared meal delivery,Chefgood,Garden of Vegan,Chefgood,/vs/chefgood-vs-garden-of-vegan-australia-prepared-meal-delivery/,generated
Australia,australia,prepared meal delivery,Chefgood,Gourmet Dinner Service,Chefgood,/vs/chefgood-vs-gourmet-dinner-service-australia-prepared-meal-delivery/,generated
Australia,australia,prepared meal delivery,Chefgood,Gourmet Meals,Chefgood,/vs/chefgood-vs-gourmet-meals-australia-prepared-meal-delivery/,generated
Australia,australia,prepared meal delivery,Chefgood,Lite n Easy,Chefgood,/vs/chefgood-vs-lite-n-easy-australia-prepared-meal-delivery/,generated
Australia,australia,prepared meal delivery,Chefgood,Macrofoodz,Chefgood,/vs/chefgood-vs-macrofoodz-australia-prepared-meal-delivery/,generated
Australia,australia,prepared meal delivery,Chefgood,Macros,Macros,/vs/chefgood-vs-macros-australia-prepared-meal-delivery/,generated
Australia,australia,prepared meal delivery,Chefgood,Meals in Minutes,Chefgood,/vs/chefgood-vs-meals-in-minutes-australia-prepared-meal-delivery/,generated
Australia,australia,prepared meal delivery,Chefgood,Nourish'd,Chefgood,/vs/chefgood-vs-nourish-d-australia-prepared-meal-delivery/,generated
Australia,australia,prepared meal delivery,Chefgood,Providoor,Chefgood,/vs/chefgood-vs-providoor-australia-prepared-meal-delivery/,generated
Australia,australia,prepared meal delivery,Chefgood,Soulara,Soulara,/vs/chefgood-vs-soulara-australia-prepared-meal-delivery/,generated
Australia,australia,prepared meal delivery,Chefgood,The Good Meal Co,Chefgood,/vs/chefgood-vs-the-good-meal-co-australia-prepared-meal-delivery/,generated
Australia,australia,prepared meal delivery,Chefgood,THR1VE,Chefgood,/vs/chefgood-vs-thr1ve-australia-prepared-meal-delivery/,generated
Australia,australia,prepared meal delivery,ChefPrep,Activate Foods,ChefPrep,/vs/chefprep-vs-activate-foods-australia-prepared-meal-delivery/,generated
Australia,australia,prepared meal delivery,ChefPrep,Aussie Meal Prep,ChefPrep,/vs/chefprep-vs-aussie-meal-prep-australia-prepared-meal-delivery/,generated
Australia,australia,prepared meal delivery,ChefPrep,Bondi Meal Prep,ChefPrep,/vs/chefprep-vs-bondi-meal-prep-australia-prepared-meal-delivery/,generated
Australia,australia,prepared meal delivery,ChefPrep,Dineamic,ChefPrep,/vs/chefprep-vs-dineamic-australia-prepared-meal-delivery/,generated
